,Unnamed: 0,ID отзыва,Дата,Номенклатура,Количество звезд,Бренд,Текст отзыва,Имя,Регион,Цвет,Размер,Полезность (количество минусов),Полезность (количество плюсов),Полезность,cleaned_tweets
1743,1743,4775,12/2/2021,Артикул 3042,5,Бренд 21,"Отличная пряжа!Очень красивый цвет, вязала двумя нитками",Ирина,RU,"синий, серо-синий",0,0,0,0,отличный пряжа очень красивый цвет вязать нитка
1744,1744,4777,11/2/2021,Артикул 2985,5,Бренд 4,Отличный набор.,Елена,KZ,,0,0,0,0,отличный набор
1745,1745,4779,11/2/2021,Артикул 1579,2,Бренд 33,"Хотелось бы понять, как переместить картину, чтобы не оторвались камушки. Ведь их невозможно закрепить клипсами, после перемещения. Пока не могу даже оценить. Хотелось бы обьяснения более ясного, а лучше видио.",Валентина,RU,,0,0,1,1,хотеться понимать перемещать картина отрываться камушек невозможно закреплять клипса перемещение пока мочь оценивать хотеться обьяснение ясный видио
1746,1746,4780,11/2/2021,Артикул 2726,5,Бренд 10,Соответствует,Алёна,RU,фуксия,0,1,0,-1,соответствовать
1747,1747,4782,11/2/2021,Артикул 929,5,Бренд 6,"Все в комплекте, в прошлой вышивке еще и бисера осталось много, спасибо производителю,вышью дополню отзыв",Валерия,BY,голубой,0,0,1,1,комплект прошлый вышивка бисер оставаться спасибо производитель вышивать дополнять отзыв
1748,1748,4783,11/2/2021,Артикул 3046,5,Бренд 10,"Отличная пряжа, ложится в полотно ровно, вязать одно удовольствие. Очень тёплая, после носки слегка пилингуется, катышки снимаются машинкой и рукой без всяких проблем",Мария,RU,"глубокий розовый, фуксия",0,0,1,1,отличный пряжа ложиться полотно ровно вязать удовольствие очень теплый носок слегка пилинговаться катышек сниматься машинка рука всякий проблема
1749,1749,4785,11/2/2021,Артикул 64,5,Бренд 25,"Пришёл чучуть вытекшим! Но не кречично. Ни чем ни пахнет,но масляный. Папользуюсь дополню",Ксения,RU,,0,1,0,-1,приходить чучуть вытекать кречичный пахнуть масляный папользоваться дополнять
1750,1750,4787,11/2/2021,Артикул 3049,4,Бренд 35,"За такую цену, упаковка могла быть и прсолиднее. Я рассчитывала что то на подобии коробки, а пришла в прозрачной упаковке, радует то, что стояли пломбы. Набор хороший, к материалам и комплектующему вопросов нет",Софья,RU,,0,0,1,1,цена упаковка мочь прсолидный рассчитывать подобие коробка приходить прозрачный упаковка радовать стоять пломба набор хороший материал комплектовать вопрос
1751,1751,4790,11/2/2021,Артикул 2425,4,Бренд 18,"Здравствуйте. Пришла пряжа розового цвета, скорее ""пепельная роза"", но никак не ""сливовый"". Красивая, но мне, к сожалению, не подходит.",Наталья,RU,сливовый,0,0,0,0,"здравствовать приходить пряжа розовый цвет скоро пепельный роза "",  никак сливовый красивый сожаление подходить"
1752,1752,4794,11/2/2021,Артикул 176,5,Бренд 14,"Хорошая носочная пряжа.
Стоит немного дешевле, чем норвежская, немецкая. Связала из неё носки. Ожидала, что будет более мягкой после стирки.",Елена,KZ,какао,0,0,1,1,хороший носочный пряжа стоить немного дешевый норвежский немецкий связывать носок ожидать мягкий стирка
1753,1753,4797,10/2/2021,Артикул 3055,5,Бренд 18,"За такую цену отличная пряжа. Немного колется. Цвет неуловимый, интересный))",Яна,RU,розово-коричневый,0,0,1,1,"цена отличный пряжа немного колоться цвет неуловимый интересный ))
"
1754,1754,4799,10/2/2021,Артикул 914,5,Бренд 2,"Получила набор. Открыла дома. Ни иголки, ни ниток. Не приятно. Цена ведь ни три копейки.",Ольга,RU,белый,0,0,0,0,получать набор открывать дом иголка нитка приятный цена копейка
1755,1755,4800,10/2/2021,Артикул 634,5,Бренд 2,"Заказывала две иконки на подарок, вышивала с удовольствием, получилось очень красиво, бисера хватило и даже немного осталось. Спасибо большое.",Ольга,RU,белый,0,0,0,0,заказывать иконка подарок вышивать удовольствие получаться очень красиво бисер хватить немного оставаться спасибо большой
1756,1756,4801,10/2/2021,Артикул 768,5,Бренд 2,"Очень красивая иконка, вышила за 3 дня. Спасибо большое.",Ольга,RU,белый,0,0,0,0,очень красивый иконка вышивать  день спасибо большой
1757,1757,4802,10/2/2021,Артикул 1984,5,Бренд 2,"вышивка красивая, но не хватило одного цвета. Упаковка не была вскрыта, так понимаю, что не производитель положил",Екатерина,RU,белый,0,0,0,0,вышивка красивый хватить цвет упаковка вскрывать понимать производитель полагать
1758,1758,4803,10/2/2021,Артикул 2889,5,Бренд 91,"БРЮКИ ДЛЯ МОЛОДЕЖИ, МАТЕРИАЛ ПРИЯТНЫЙ,ШЕЛКОВИСТЫЙ, СТРЕЙЧ,ДЛЯ ЛЕТА. НА МОДЕЛИ БОЛЕЕ СВОБОДНЫ СИДЯТ.",Венера,RU,синий,l,1,0,-1,брюки молодежь материал приятный шелковистый стрейч лето модель свободный сидеть
1759,1759,4805,10/2/2021,Артикул 451,5,Бренд 22,"Спасибо. Пяльцы замечательные. Сделаны аккуратно , гладкие . Клипсы держат отлично.",Ольга,KZ,,0,0,1,1,спасибо пяльцы замечательный сделать аккуратно гладкий клипса держать отлично
1760,1760,4806,10/2/2021,Артикул 1429,5,Бренд 17,Юверная работа . Вышивала около 2 месяцев . Вот что получилось,Виктория,RU,белый,0,0,1,1,юверный работа вышивать около  месяц получаться
1761,1761,4809,10/2/2021,Артикул 2251,5,Бренд 24,Хорошая пряжа,Лиана,RU,"розовый, пудровый",0,0,1,1,хороший пряжа
1762,1762,4810,10/2/2021,Артикул 1951,5,Бренд 18,"Пряжа толстенькая, на кофту для девочки 42 размера ушло 13 моточков. Заказывала сначала одну упаковку, через время ещё. Расцветки одинаковые, вяжется легко. Узелки есть, но всего встречала раза три или четыре. Я довольна. По такой цене пряжа класс!",Ирина,RU,светло-бежевый,0,0,1,1,пряжа толстенький кофта девочка  размер уходить  моточек заказывать сначала упаковка время расцветка одинаковый вязаться легко узелок встречать четыре довольный цена пряжа класс
1763,1763,4812,10/2/2021,Артикул 3060,5,Бренд 18,Все пришло нужного цвета и количества. Пехорка ❤️,Александра,RU,темно-синий,0,0,0,0,"приходить нужный цвет количество пехорка ❤ ️
"
1764,1764,4813,10/2/2021,Артикул 2315,1,Бренд 10,Вы че прикалываетесь? Цвет вообще не соответствует заявленному бледно-голубому. Пришел какой то серо буро козявчатый,Лилия,RU,бледно-голубой,0,1,1,-1,че прикалываться цвет вообще соответствовать заявлять бледно-голубой приходить серо бурый козявчатый
1765,1765,4814,10/2/2021,Артикул 902,4,Бренд 24,"Брала эту пряжу в других оттенках на раз... почувствовала разницу , особенно- она линяет.  Это впервые, хотя я работала с яркими оттенками,  малиновый и зелёный этой же серии,  ничего никогда не линяло ...а эта прям очень сильно,  ладно бы слегка...",Анастасия,RU,красный,0,1,1,1,брать пряжа оттенок  почувствовать разница особенно линять это впервые хотя работать яркий оттенок малиновый зеленый серия ничто линять  прямой очень сильно ладно слегка 
1766,1766,4815,10/2/2021,Артикул 1028,5,Бренд 4,Жене понравился,Алексей,RU,,0,0,0,0,жена понравиться
1767,1767,4816,10/2/2021,Артикул 1410,5,Бренд 2,Жене понравился,Алексей,RU,белый,0,0,0,0,жена понравиться
1768,1768,4818,10/2/2021,Артикул 1093,5,Бренд 88,"Цвет немного отличается от фото, больше в зеленоту, но тоже очень красивый, качество супер, плотный трикотаж, который при стирке точно не деформируется, размер в размер, подойдет даже для мучжчин не совсем стройных,мужу очень понравилось, выглядит достойно, нарядно. Советую",Елена,RU,хаки,3xl,0,1,1,цвет немного отличаться фото зеленота очень красивый качество супер плотный трикотаж который стирка точно деформироваться размер размер подходить мучжчина стройный муж очень понравиться выглядеть достойно нарядный советовать
1769,1769,4821,9/2/2021,Артикул 1456,5,Бренд 6,"Замечательный набор! Пришёл полный комплект. Имейте ввиду, в наборе нет ниток, но это не проблема. Результат превзошёл все ожидания, работа получилась классной! Со стразами ещё красивее.",Светлана,RU,"ll,""state""",0,0,1,1,замечательный набор приходить полный комплект иметь ввиду набор нитка это проблема результат превосходить весь ожидание работа получаться классный страз красивый
1770,1770,4822,9/2/2021,Артикул 451,5,Бренд 22,"Рама - полный восторг! Гладкая, красивая, запяливается канва на раз, натяжку держит отлично. Жаль нет рамы большего размера, купила бы не раздумывая.",Алена,RU,,0,0,1,1,рама полный восторг гладкий красивый запяливаться канва натяжка держать отлично жаль рама больший размер купить раздумывать
1771,1771,4831,9/2/2021,Артикул 3070,5,Бренд 10,"Вязать не очень комфортно, НО! Изделие получается мягкое, шелковистое, просто прелесть! Цвет чудесный! Жаль , что нельзя докупить один моток, а только три, не хватило совсем немного. Вяжу детскую безрукавку в две нити. Для детских вещей- просто находка.  Так что куплю три мотка и останется на шарф внучке. Спасибо!",Ирина,RU,малиновый,0,1,1,1,вязать очень комфортно изделие получаться мягкий шелковистый просто прелесть цвет чудесный жаль докупать моток хватить немного вязать детский безрукавка нить детский вещь просто находка купить моток оставаться шарф внучка спасибо
1772,1772,4838,9/2/2021,Артикул 2899,5,Бренд 10,"Нитки очень понравились, мягкие, не колятся, люблю такие, качество на лицо, а цвет просто супер. Связала образец резинка на 3мм спицы, далее 3,5 мм, как рекомендует производитель, полотно после ВТО ещё мягче стало, немного увеличилось, распрямилось. По толщине неровность нити встречается редко, не смущает, это шерсть.. Попробую связать шапку на весну, может возьму спицы меньшим диаметром для более плотной вязки.",Марина,RU,"серо-синий, темно-серый",0,0,1,1,нитка очень понравиться мягкий колиться любить качество лицо цвет просто супер связывать образец резинка мм спица далее   мм рекомендовать производитель полотно вто мягко становиться немного увеличиваться распрямляться толщина неровность нить встречаться редко смущать это шерсть  попробовать связывать шапка весна мочь взять спица меньший диаметр плотный вязка
1773,1773,4842,8/2/2021,Артикул 3078,5,Бренд 18,"Связала свитер ,ниточки очень понравились",Наталья,RU,сливовый,0,0,0,0,связывать свитер ниточка очень понравиться
1774,1774,4846,8/2/2021,Артикул 1398,1,Бренд 61,Обман！ Не такие как на фото. Обидно...,Екатерина,RU,прозрачный,0,0,0,0,обман ！ фото обидно 
1775,1775,4848,8/2/2021,Артикул 3042,5,Бренд 21,Нитки с узлами цена и качество ноль,Людмила,RU,"синий, серо-синий",0,0,1,1,нитка узел цена качество ноль
1776,1776,4852,8/2/2021,Артикул 3085,5,Бренд 10,"Серо-голубая пряжа оказалась более серая чем на фото, очень спокойный цвет, на ощупь приятная!",Юлия,RU,серо-голубой,0,0,1,1,серо-голубой пряжа оказываться серый фото очень спокойный цвет ощупь приятный
1777,1777,4853,8/2/2021,Артикул 2580,5,Бренд 10,"Очень приятно держать нить в процессе вязания! Такая мягкая, теплая. Очень хорошая пряжа. Я новичок в вязании и эта пряжа «помогала» мне. Пряжа послушная, пружинит в процессе, скользит по спицам и так быстро вяжется. Я очень довольна. Буду пробовать другие Дропс! На шапку ушло 2 мотка спицами номер 4,5. Набирала 92 петли. Немного можно было поменьше набрать. Так как голова небольшая. Цвет молочный. 0100.",Динара,KZ,молочный,0,0,1,1,очень приятно держать нить процесс вязание мягкий теплый очень хороший пряжа новичок вязание пряжа  « помогать »  пряжа послушный пружинить процесс скользить спица быстро вязаться очень довольный пробовать дропс шапка уходить  моток спица номер   набирать  петля немного мало набирать голова небольшой цвет молочный 
1778,1778,4854,8/2/2021,Артикул 3086,3,Бренд 24,Были местами проплешины,Аня,RU,кремовый,0,0,0,0,место проплешина
1779,1779,4862,7/2/2021,Артикул 1631,5,Бренд 52,"Хорошая натуральная приправа, вкус насыщенный. Спасибо!",Е,RU,,0,0,0,0,хороший натуральный приправа вкус насыщенный спасибо
1780,1780,4863,7/2/2021,Артикул 179,5,Бренд 22,Очень хорошие пяльцы,Таня,RU,,0,1,1,1,очень хороший пяльцы
1781,1781,4864,7/2/2021,Артикул 2160,5,Бренд 5,Покупала за 1147р. Пришло быстро. 2 иголки в комплекте. Всем довольна. Надеюсь бисера хватит 😊,Анна,RU,белый,0,0,1,1,покупать р приходить быстро  иголка комплект довольный надеяться бисер хватить 😊
1782,1782,4867,7/2/2021,Артикул 3094,5,Бренд 18,"Заказываю часто и много. Но сегодня, получая заказ очень удивилась.Мне отдали пакет с пряжей, а она рассыпалась по полу, хорошо не в лужу грязи. Почему такая крупная фирма как Валдберис позволяет себе доставлять товар покупателю в некачественной упаковке? Пакет с пряжей был разрезан с двух сторон. Пряжа хорошая, а отношение к покупателю- не очень...",Людмила,RU,"желтый, светло-бирюзовый, голубой",0,1,1,1,заказывать часто сегодня получать заказ очень удивляться отдавать пакет пряжа рассыпаться пол лужа грязь почему крупный фирма валдберис позволять доставлять товар покупатель некачественный упаковка пакет пряжа разрезать сторона пряжа хороший отношение покупатель очень 
1783,1783,4868,7/2/2021,Артикул 419,5,Бренд 22,"Всё  супер, качество на высоте.",Светлана,RU,,0,0,1,1,супер качество высота
1784,1784,4871,7/2/2021,Артикул 1559,5,Бренд 17,"Отличный набор. Хороший чешский бисер. хорошая подборка цвета, плотная ткань. Очень советую любителям вышивки.",Галина,RU,белый,0,0,1,1,отличный набор хороший чешский бисер хороший подборка цвет плотный ткань очень советовать любитель вышивка
1785,1785,4873,7/2/2021,Артикул 1120,5,Бренд 52,"Спасибо большое, товар пришёл хорошо упакованный, без повреждений, только задержка по доставке.",Ольга,RU,,0,0,0,0,спасибо большой товар приходить упаковывать повреждение задержка доставка
1786,1786,4874,7/2/2021,Артикул 3098,5,Бренд 35,"Набор замечательный! Инструкция подробная, бисера хватило с запасом. Очень красивая брошь вышла",Ирина,RU,белый,0,0,1,1,набор замечательный инструкция подробный бисер хватить запас очень красивый брошь выходить
1787,1787,4876,7/2/2021,Артикул 2097,5,Бренд 53,"Хороший набор, бисер калиброванный, яркие цвета",Александра,RU,белый,0,1,1,0,хороший набор бисер калибровать яркий цвет
1788,1788,4878,6/2/2021,Артикул 752,5,Бренд 90,"Хорошая вещица, купили для питомцев. Они осторожничают, но вроде нравиться. Шнур не греется а сам коврик да.",Людмила,RU,,0,0,1,1,хороший вещица купить питомец осторожничать вроде нравиться шнур греться коврик
1789,1789,4879,6/2/2021,Артикул 3100,3,Бренд 18,"Пришло 9 вместо 10,отказ .Перезаказала.Уберите уже эту упаковку !!!",Екатерина,RU,малиновый,0,0,1,1,приходить  вместо  отказ перезаказывать убирать упаковка !!!
1790,1790,4882,6/2/2021,Артикул 320,5,Бренд 22,"Замечательный станок! Качество супер, дерево гладкое, без заусенцев, все сделано качественно! Ну теперь дело пойдет ещё быстрее и с большим удовольствием!!!",Ирина,RU,,0,0,1,1,замечательный станок качество супер дерево гладкий заусенец весь сделать качественно дело пойти быстро большой удовольствие !!!
1791,1791,4884,6/2/2021,Артикул 1229,5,Бренд 22,"Замечательный станок, очень удобный и качественный, пользоваться одно удовольствие. Куплю и маме такой же. Спасибо!",Дарья,BY,,0,0,0,0,замечательный станок очень удобный качественный пользоваться удовольствие купить мама спасибо
1792,1792,4891,6/2/2021,Артикул 3106,5,Бренд 18,"Хорошие нитки, для вязания крючком 1. Для летних вещей самое то. Спасибо.",Ирина,RU,марсала,0,0,0,0,хороший нитка вязание крючок  летний вещь самый спасибо
1793,1793,4892,6/2/2021,Артикул 347,5,Бренд 56,"Замечательный скребок! Качество - отличное. Пришёл в черном бархатном мешочке... Для такого классного товара, хотелось бы более достойной упаковки .. Хорошо бы ещё и коробочку.. Это немного расстроило, т.к. покупала для подарка. (((",Маргарита,RU,серебристый,0,0,1,1,"замечательный скребок качество отличный приходить черный бархатный мешочек  классный товар хотеться достойный упаковка  коробочка  это немного расстраивать т покупать подарок  (((
"
1794,1794,4894,6/2/2021,Артикул 3108,5,Бренд 10,"Очень приятно вязать этой ниточкой, изделие получается нежное, мягкое и совершенно не колючее, как и положено мериносу. Цвета действительно совершенно не соответствуют реальным. Если хочешь узнать какой на самом деле цвет номер 19, смотри фото номера 39 и наоборот: 39-му номеру подойдёт фото от 19-го. При работе с этой чудесной пряжей надо учитывать, что после ВТО будет прибавка на 1, а то и 2 размера.",Наталья,RU,серо-голубой,0,1,1,1,очень приятно вязать ниточка изделие получаться нежный мягкий совершенно колючий положенный меринос цвет действительно совершенно соответствовать реальный хотеть узнавать самый дело цвет номер  смотреть фото номер  наоборот  му номер подходить фото  го работа чудесный пряжа учитывать вто прибавка   размер
1795,1795,4895,6/2/2021,Артикул 752,4,Бренд 90,"Купила собакам в будку в преддверии сильных морозов.
Пушистые довольны, кошки тоже приходили спать. Правда, повытаскивали нитки из коврика, но это нормально, они все дерут).
Одну звезду сняла из-за того, что сильно греется провод. На предыдущем коврике другого производителя такого не было, хотя заявленная мощность одинаковая.",Оксана,RU,,0,0,0,0,купить собака будка преддверие сильный мороз пушистый довольный кошка приходить спать правда повытаскивать нитка коврик это нормально драть звезда снимать из-за сильно греться провод предыдущий коврик производитель хотя заявлять мощность одинаковый
1796,1796,4896,5/2/2021,Артикул 1068,5,Бренд 23,"Цвет светлее, чем на фотографии. качество пряжи на 5+",Ольга,RU,"светло-розовый, сиреневый, желтый",0,0,0,0,цвет светло фотография качество пряжа +
1797,1797,4898,5/2/2021,Артикул 1139,5,Бренд 17,"Замечательный набор, бисера достаточно, картинка яркая и аккуратная, ткань очень плотная и приятная, а рисунок чёткий, но не кислотный, как часто бывает, а в очень естественных приятных тонах, очень красиво смотрится по итогу. Единственная просьба к производителю - там в наборе есть 4 больших красных бусинки по углам и их даётся ровно 4, а если бы можно, то хотя бы одну с запасом, на всякий случай, потому что по закону подлости я уронила именно эту бусину и очень долго искала её в панике)",Анна,RU,",""id"":1611",0,0,1,1,замечательный набор бисер достаточно картинка яркий аккуратный ткань очень плотный приятный рисунок четкий кислотный часто бывать очень естественный приятный тон очень красиво смотреться итог единственный просьба производитель набор  большой красный бусинка угол даваться ровно  хотя запас всякий случай закон подлость уронить именно бусина очень долго искать паника
1798,1798,4899,5/2/2021,Артикул 3110,4,Бренд 28,"Хорошая пряжа, но цвет  совсем не соответствует фото. Очень яркий цвет, а на фото светло-розовый и нежный. Отказ!",Ирина,RU,светло-розовый,0,0,0,0,хороший пряжа цвет соответствовать фото очень яркий цвет фото светло-розовый нежный отказ
1799,1799,4901,5/2/2021,Артикул 217,5,Бренд 22,Здравствуйте. Отличный станок.Очень удобный. Собирается очень быстро.,Елена,RU,,0,0,1,1,здравствовать отличный станок очень удобный собираться очень быстро
1800,1800,4902,5/2/2021,Артикул 64,5,Бренд 25,"Пришло все целое, хорошо упаковано. От головной боли к сожалению мне не помогает это средство",Евгения,KZ,,0,1,1,1,приходить целый упаковывать головной боль сожаление помогать средство
1801,1801,4903,5/2/2021,Артикул 3112,5,Бренд 21,"Получила полностью, четыре, как и было заказано. Вяжется легко и быстро. Образец постирала, высушила. Нить распушиласьи выровнялась. Я очень довольна.",Светлана,RU,светло-голубой,0,0,0,0,получать полностью четыре заказывать вязаться легко быстро образец постирать высушивать нить распушиласие выравниваться очень довольный
1802,1802,4904,5/2/2021,Артикул 3113,5,Бренд 10,"Хорошая качественная мягкая пряжа, тепленькая, но маловастенькая, на хорошую шапку английской вязкой с отворотом диаметром 58 см и в длину 36 см нужно как минимум 5 мотков, поэтому ещё дозаказала",Асия,KZ,"темно-серый, серо-голубой",0,1,1,1,хороший качественный мягкий пряжа тепленький маловастенький хороший шапка английский вязкий отворот диаметр  см длина  см нужно минимум  моток поэтому дозаказывать
1803,1803,4906,5/2/2021,Артикул 3115,1,Бренд 10,"Дважды заказывала пряжу фуксия, малиновый, вишневый № 13, но на складе упорно отправляют пряжу № 40 сиреневого цвета. Прошу не снимать мой процент выкупа.",Александра,RU,"фуксия, малиновый, вишневый",0,1,1,0,дважды заказывать пряжа фуксия малиновый вишневый №  склад упорно отправлять пряжа №  сиреневый цвет просить снимать процент выкуп
1804,1804,4907,5/2/2021,Артикул 752,5,Бренд 90,"Отличный коврик, спасает при сидячей работе в офисе с холодными кафельными полами. С гладкой безворсовой стороны ещё теплее. Шнур короткий, вероятно потребуется удлинитель.",Дарья,RU,,0,0,1,1,отличный коврик спасать сидячий работа офис холодный кафельный пол гладкий безворсовый сторона тепло шнур короткий вероятно потребоваться удлинитель
1805,1805,4911,5/2/2021,Артикул 2558,5,Бренд 18,"Хороша пряжа. Беру не первый раз. Этот цвет пришел в полном количестве. А заказала другой цвет, пришел всего 1 моток. Кто так шутит? Сразу возврат оформила. Жаль. Очень ждала.",Наталья,KZ,горчичный,0,0,1,1,хороший пряжа брать первый цвет приходить полный количество заказывать цвет приходить  мотка шутить сразу возврат оформлять жаль очень ждать
1806,1806,4912,5/2/2021,Артикул 2172,5,Бренд 10,Красивая ровная вязка. Ощучения в изделии самые приятные))) вязала шапочку,Елена,RU,кремовый,0,1,1,1,красивый ровный вязка ощучение изделие самый приятный )))  вязать шапочка
1807,1807,4915,5/2/2021,Артикул 217,2,Бренд 22,"Заказывала иволгу, пришёл снегирь, да ещё и меньшего размера. Возврат. Очень обидно, ждала станок 2 недели",Екатерина,RU,,0,1,1,-1,заказывать иволга приходить снегирь меньший размер возврат очень обидно ждать станок  неделя
1808,1808,4919,4/2/2021,Артикул 503,4,Бренд 18,"Решила написать, так как мало отзывов) Вязала палантин, метр на два, на третьих спицах. Ушло 15 моточков. Пряжа не лёгкая для вязания, ниточки цепляются, распускать практически не возможно, та что берите пряжу с учётом вывязывания образцов. Получилась очень тёплая, мягкая, совсем не колючяя. Стирала шампунем в прохладной воде дважды, так как линяет. После высыхания не села и не растянулась. Чуть расчесала счеточкой ворс для эксперимента, особой разницы нет, если только по краям. Для шапок и плечевых не подходит вообще, резинку не держит. Всем прекрасных изделий!!!",Татьяна,RU,оливковый,0,1,1,1,решать написать мало отзыв вязать палантин метр третий спица уходить  моточек пряжа легкий вязание ниточка цепляться распускать практически возможно брать пряжа учет вывязывание образец получаться очень теплый мягкий колючяя стирать шампунь прохладный вода дважды линять высыхание садиться растягиваться расчесывать счеточка ворс эксперимент особый разница край шапка плечевой подходить вообще резинка держать прекрасный изделие !!!
1809,1809,4923,4/2/2021,Артикул 389,5,Бренд 3,Красивая и качественная канва,Ольга,RU,"песочный, кремовый",0,0,1,1,красивый качественный канва
1810,1810,4924,4/2/2021,Артикул 1807,4,Бренд 33,"Планки хорошие качественные, ткань прикреплена плотная, барашки в комплекте. Но я заказывала 80 и 100см, а пришли две упаковки по 100. Отказ. Снова жду, когда можно будет заказать 80...",Анна,RU,,0,0,1,1,планка хороший качественный ткань прикреплять плотный барашек комплект заказывать  см приходить упаковка  отказ снова ждать заказывать  
1811,1811,4927,4/2/2021,Артикул 1680,5,Бренд 22,"Качество на высоте!!! Лёгкие, отшлифованные. Рекомендую! Покупаю уже вторые пяльца этой фирмы. Подставка трансформируется под любой размер рамки. Подставка была в наборе с большими пяльцами.Это очень удобно, можно закрепить лампу органайзер, увеличительное стекло,схему. Всё продумано! Планирую ещё средние пяльца приобрести. Творческого настроения. Всем добра!",Елена,RU,,0,0,1,1,качество высота !!! легкий отшлифовывать рекомендовать покупать второй пяльце фирма подставка трансформироваться любой размер рамка подставка набор большой пяльцы это очень удобный закреплять лампа органайзер увеличительный стекло схема продумывать планировать средний пяльце приобретать творческий настроение добро
1812,1812,4930,4/2/2021,Артикул 3126,3,Бренд 10,"Пряжа приятная,НО вот узлы в ней вообще меня не устраивают!Тем более цена у нее не 70 руб.за моток!!!
За это только 3 звёзды!",Юлия,RU,черный,0,1,1,1,пряжа приятный узел вообще устраивать цена  руб моток !!! это  звезда
1813,1813,4931,4/2/2021,Артикул 3127,5,Бренд 24,"Все супер, довольна пряжей)",Яна,RU,красный,0,0,1,1,супер довольный пряжа
1814,1814,4932,4/2/2021,Артикул 2884,1,Бренд 18,"Заказывала темно-синий, пришёл джинсовый! Конечно пряжа все равно пригодиться, но вы мне сорвали мои сроки выполнения заказа!!!!",Елена,RU,темно-синий,0,1,0,-1,заказывать темно-синий приходить джинсовый пряжа равный пригождаться сорвать срок выполнение заказ !!!!
1815,1815,4935,4/2/2021,Артикул 820,5,Бренд 33,"Отличные планки! Отшлифованы хорошо, клипсы упругие, закрепляют канву прочно. К станку «Дубко» подошли идеально. Рекомендую к покупке. 
Благодарю за товар и быструю доставку!",Любовь,RU,,0,0,0,0,отличный планка отшлифовывать клипса упругий закреплять канва прочно станок  « дубко »  подходить идеально рекомендовать покупка благодарить товар быстрый доставка
1816,1816,4938,3/2/2021,Артикул 3132,5,Бренд 24,"Все замечательно, очень нежный пледик получился",Алена,BY,светло-зеленый,0,0,1,1,замечательно очень нежный пледик получаться
1817,1817,4939,3/2/2021,Артикул 3133,5,Бренд 6,Смотрится классно!,Владимир,AM,серый,0,0,0,0,смотреться классно
1818,1818,4941,3/2/2021,Артикул 3135,5,Бренд 18,Шикарная пряжа. Образец связан в 2 ниточки. Цвет настоящий бордо. Люблю хлопок от Пехорки.,Оксана,RU,"бордовый, малиновый",0,0,1,1,шикарный пряжа образец связанный  ниточка цвет настоящий бордо любить хлопок пехорка
1819,1819,4942,3/2/2021,Артикул 347,5,Бренд 56,"Скребок пришел целый, гладкий, края без сколов и заглажены. Покупкой довольна",Алена,RU,серебристый,0,0,0,0,скребок приходить целый гладкий край скол заглаживать покупка довольный
1820,1820,4943,3/2/2021,Артикул 1972,5,Бренд 5,Красотища!!!Бисер ещё остался!,Наталья,RU,белый,0,0,1,1,красотища !!! бисер оставаться
1821,1821,4946,3/2/2021,Артикул 2281,5,Бренд 24,"Брала для пледа, местами петельки очень тонкие, при планировании размеров ориентируйтесь на совет продавца",Эльмира,RU,темно-фиолетовый,0,0,0,0,брать плед место петелька очень тонкий планирование размер ориентироваться совет продавец
1822,1822,4947,3/2/2021,Артикул 2756,5,Бренд 61,Хорошие. Целые.,Елена,RU,прозрачный,0,0,1,1,хороший целый
1823,1823,4949,3/2/2021,Артикул 2073,5,Бренд 18,Нитки очень нежные и теплые. Закажу еще в другом цвете,Екатерина,RU,желто-оранжевый,0,0,1,1,нитка очень нежный теплый заказывать цвет
1824,1824,4950,3/2/2021,Артикул 2051,1,Бренд 6,"В камплекте нет нитки специальной, нет иголок, картина ужасная мне не нравится",Яна,RU,"96200]}]
�ой",0,1,1,-1,камплект нитка специальный иголка картина ужасный нравиться
1825,1825,4953,3/2/2021,Артикул 3139,5,Бренд 28,"Пряжа пришла вовремя, отличного качества. Спасибо",Елена,KZ,белый,0,0,0,0,пряжа приходить вовремя отличный качество спасибо
1826,1826,4955,3/2/2021,Артикул 2914,5,Бренд 18,"Пряжа очень хорошая,теплая,объемная.Вяжется легко и быстро.Цвет бомбический!",Юлия,RU,бордовый,0,0,1,1,пряжа очень хороший теплый объемный вязаться легко быстро цвет бомбический
